Units,Appliances,Hours,Season,Rate,Bill
460,3,10.9,Summer,7.0,3707.2
200,1,5.7,Monsoon,6.5,1593.6
145,5,10.4,Winter,6.0,1631.2
158,8,7.2,Monsoon,6.5,1782.6
591,10,3.6,Summer,7.0,4817.8
185,10,9.9,Winter,6.0,1946.2
82,1,12.2,Summer,7.0,836.6
127,8,6.0,Summer,7.0,1503.0
116,9,11.5,Summer,7.0,1783.0
409,4,6.7,Summer,7.0,3323.6
159,10,6.2,Winter,6.0,1884.6
133,3,4.3,Monsoon,6.5,1293.9
490,2,12.5,Summer,7.0,3904.0
415,2,8.4,Winter,6.0,2709.2
285,5,8.5,Winter,6.0,2278.0
328,8,6.1,Monsoon,6.5,2924.8
331,3,1.6,Summer,7.0,2615.8
318,9,5.8,Summer,7.0,2827.4
81,11,6.2,Winter,6.0,1381.6
290,9,13.8,Summer,7.0,3065.4
141,3,10.4,Winter,6.0,1229.2
317,9,6.7,Summer,7.0,3031.6
166,10,2.7,Winter,6.0,1639.6
483,2,8.9,Monsoon,6.5,3399.7
213,4,5.1,Winter,6.0,1691.8
414,6,7.2,Winter,6.0,3044.6
287,3,11.2,Summer,7.0,2666.6
239,2,3.6,Summer,7.0,1991.8
496,2,8.2,Winter,6.0,3291.6
395,8,4.8,Winter,6.0,2935.4
241,11,5.3,Summer,7.0,2420.4
415,3,2.6,Summer,7.0,3149.8
485,9,2.1,Winter,6.0,3556.8
258,1,13.4,Winter,6.0,2069.2
335,2,7.3,Monsoon,6.5,2432.9
92,1,11.9,Summer,7.0,1005.2
282,7,6.2,Summer,7.0,2495.6
345,2,1.8,Monsoon,6.5,2305.9
534,3,2.6,Summer,7.0,4024.8
123,8,2.1,Summer,7.0,1582.8
484,8,1.9,Winter,6.0,3545.2
442,4,12.9,Summer,7.0,3705.2
536,3,1.9,Winter,6.0,3439.2
382,8,6.6,Monsoon,6.5,3318.8
142,2,5.0,Winter,6.0,1042.0
284,11,12.6,Winter,6.0,2890.8
99,7,11.3,Summer,7.0,1497.4
576,6,12.9,Winter,6.0,4314.2
477,5,3.7,Winter,6.0,3303.6
304,1,12.7,Monsoon,6.5,2389.6
563,9,6.0,Summer,7.0,4843.0
243,2,4.6,Summer,7.0,1932.8
137,4,8.7,Winter,6.0,1373.6
257,3,4.5,Winter,6.0,1875.0
447,10,1.9,Monsoon,6.5,3638.7
225,10,13.4,Monsoon,6.5,2589.7
396,3,7.6,Monsoon,6.5,2877.8
318,10,4.2,Summer,7.0,3112.6
80,6,13.0,Winter,6.0,1187.0
428,12,3.7,Summer,7.0,3894.6
102,3,8.8,Summer,7.0,1077.4
453,2,6.2,Summer,7.0,3526.6
183,6,5.3,Monsoon,6.5,1646.9
527,11,13.5,Summer,7.0,4794.0
445,4,9.8,Summer,7.0,3588.4
394,12,10.1,Winter,6.0,3341.8
81,12,13.4,Summer,7.0,1772.2
113,3,9.0,Monsoon,6.5,1144.5
186,8,3.3,Monsoon,6.5,1710.4
435,6,3.6,Summer,7.0,3430.8
423,8,1.6,Monsoon,6.5,3271.3
149,6,4.7,Summer,7.0,1469.6
81,1,6.3,Monsoon,6.5,831.9
503,8,12.5,Summer,7.0,4420.0
464,2,11.9,Monsoon,6.5,3624.2
310,3,7.1,Monsoon,6.5,2275.8
100,6,4.8,Winter,6.0,1027.4
430,3,12.6,Summer,7.0,3489.8
156,9,13.3,Monsoon,6.5,1868.4
574,12,1.9,Winter,6.0,4211.2
524,3,2.2,Monsoon,6.5,3681.6
274,7,10.2,Summer,7.0,2784.6
368,5,4.5,Winter,6.0,2534.0
582,3,2.2,Winter,6.0,3599.6
169,5,11.8,Winter,6.0,1764.4
179,1,4.1,Summer,7.0,1431.8
564,2,5.4,Summer,7.0,4282.2
580,11,4.8,Winter,6.0,4457.4
269,6,12.6,Winter,6.0,2395.8
536,1,4.8,Summer,7.0,4039.4
311,5,8.6,Winter,6.0,2358.8
179,2,9.9,Monsoon,6.5,1697.7
312,9,2.3,Winter,6.0,2569.4
508,9,10.1,Monsoon,6.5,4262.8
321,8,5.2,Monsoon,6.5,2804.1
115,9,8.6,Monsoon,6.5,1687.3
230,2,13.4,Monsoon,6.5,2079.2
251,4,11.6,Summer,7.0,2255.8
513,2,13.9,Summer,7.0,4182.2
231,10,4.7,Summer,7.0,2282.6
477,9,6.5,Summer,7.0,4122.0
549,1,11.3,Winter,6.0,3825.4
509,2,6.7,Monsoon,6.5,3551.1
182,2,8.5,Monsoon,6.5,1452.0
432,7,4.8,Winter,6.0,3279.4
564,1,3.7,Monsoon,6.5,3890.6
491,1,6.4,Summer,7.0,3700.2
323,1,10.8,Monsoon,6.5,2453.9
100,6,11.7,Winter,6.0,1322.6
367,8,12.2,Winter,6.0,2963.6
217,5,13.7,Summer,7.0,2303.6
355,12,6.7,Winter,6.0,2992.6
532,4,12.9,Summer,7.0,4403.2
576,9,12.3,Monsoon,6.5,4551.4
242,2,5.4,Monsoon,6.5,1963.2
218,9,12.5,Winter,6.0,2107.0
277,4,12.0,Summer,7.0,2512.0
547,1,13.0,Summer,7.0,4209.0
457,8,7.8,Winter,6.0,3393.4
111,4,6.2,Monsoon,6.5,1233.1
565,10,8.4,Summer,7.0,4866.2
344,12,11.9,Summer,7.0,3417.2
108,7,2.1,Winter,6.0,1303.8
306,11,4.3,Summer,7.0,2932.4
499,9,1.8,Winter,6.0,3483.4
215,11,3.7,Winter,6.0,1962.6
338,10,11.6,Summer,7.0,3346.8
361,7,12.7,Monsoon,6.5,3185.1
338,4,7.3,Winter,6.0,2608.4
486,10,2.8,Monsoon,6.5,3998.4
463,9,9.6,Monsoon,6.5,3857.3
190,8,2.3,Winter,6.0,1715.4
412,5,4.8,Monsoon,6.5,3139.4
233,9,11.1,Summer,7.0,2405.8
493,11,5.5,Monsoon,6.5,3994.5
106,11,7.7,Monsoon,6.5,1620.6
508,7,6.4,Winter,6.0,3550.2
274,6,10.6,Monsoon,6.5,2430.8
567,11,6.0,Monsoon,6.5,4571.5
265,5,2.7,Summer,7.0,2170.6
344,12,11.6,Monsoon,6.5,3283.8
423,11,2.6,Monsoon,6.5,3568.3
394,7,11.4,Summer,7.0,3551.2
346,10,5.2,Winter,6.0,2781.6
134,11,8.8,Winter,6.0,1651.4
279,9,3.0,Winter,6.0,2388.0
385,7,2.2,Monsoon,6.5,2946.1
285,6,6.6,Summer,7.0,2710.8
226,6,12.3,Winter,6.0,2032.4
579,6,9.4,Summer,7.0,4646.2
139,1,7.2,Winter,6.0,1057.6
242,8,11.3,Summer,7.0,2425.4
524,11,6.9,Summer,7.0,4645.2
472,1,2.0,Winter,6.0,2905.0
462,1,12.7,Monsoon,6.5,3544.6
98,11,1.6,Summer,7.0,1422.8
432,5,3.1,Summer,7.0,3481.8
393,3,2.3,Monsoon,6.5,2686.9
377,8,10.6,Winter,6.0,3196.8
524,11,13.9,Winter,6.0,4273.2
447,4,3.6,Winter,6.0,3098.8
313,4,10.6,Summer,7.0,2664.8
102,10,7.8,Summer,7.0,1495.4
118,7,12.5,Winter,6.0,1493.0
129,10,13.9,Monsoon,6.5,1782.7
100,1,10.1,Monsoon,6.5,1060.8
469,2,8.3,Winter,6.0,3268.4
236,4,10.2,Monsoon,6.5,1933.6
510,11,2.8,Winter,6.0,3969.4
220,7,11.9,Winter,6.0,2011.2
200,5,2.9,Monsoon,6.5,1610.2
283,10,4.0,Winter,6.0,2444.0
286,6,10.3,Monsoon,6.5,2538.4
120,9,7.7,Summer,7.0,1596.6
572,6,4.4,Monsoon,6.5,4087.2
171,2,11.9,Monsoon,6.5,1676.7
172,9,2.4,Summer,7.0,1757.2
316,8,13.9,Winter,6.0,2806.2
555,1,2.7,Winter,6.0,3409.6
377,6,11.5,Summer,7.0,3361.0
198,2,12.1,Winter,6.0,1529.8
221,11,9.6,Summer,7.0,2548.8
528,10,4.9,Winter,6.0,3852.2
430,3,2.9,Winter,6.0,2910.2
358,7,10.1,Winter,6.0,2979.8
250,2,3.2,Winter,6.0,1599.6
186,7,12.9,Summer,7.0,2215.2
528,3,9.1,Monsoon,6.5,3914.8
109,11,12.5,Monsoon,6.5,1689.5
579,2,12.6,Winter,6.0,4031.8
144,5,9.7,Summer,7.0,1460.6
309,11,12.4,Monsoon,6.5,3185.7
177,7,9.8,Monsoon,6.5,1856.9
434,11,10.0,Winter,6.0,3646.0
135,1,9.5,Summer,7.0,1206.0
560,8,12.4,Monsoon,6.5,4395.2
408,4,5.6,Winter,6.0,2856.8
599,4,8.4,Summer,7.0,4731.2
320,2,7.2,Winter,6.0,2394.6
170,8,7.1,Winter,6.0,1648.8
98,2,6.5,Winter,6.0,768.0
80,2,11.4,Monsoon,6.5,974.2
291,11,9.9,Monsoon,6.5,2907.7
135,4,12.1,Winter,6.0,1427.8
564,12,9.7,Monsoon,6.5,4798.6
179,11,4.3,Summer,7.0,2112.4
378,9,8.0,Winter,6.0,2981.0
248,8,3.3,Summer,7.0,2407.4
340,10,3.9,Summer,7.0,3050.2
300,8,11.8,Winter,6.0,2597.4
426,2,11.0,Monsoon,6.5,3080.0
206,8,7.2,Monsoon,6.5,2168.6
590,1,8.1,Summer,7.0,4295.8
523,10,7.5,Monsoon,6.5,4369.5
257,12,11.7,Summer,7.0,2809.6
409,9,12.5,Winter,6.0,3453.0
334,5,6.5,Monsoon,6.5,2703.0
543,3,3.2,Winter,6.0,3654.6
401,12,10.7,Winter,6.0,3618.6
302,4,4.1,Monsoon,6.5,2335.8
433,11,3.2,Monsoon,6.5,3560.1
410,12,2.9,Monsoon,6.5,3556.2
571,10,8.6,Monsoon,6.5,4665.3
372,7,11.6,Monsoon,6.5,3314.8
105,7,3.3,Summer,7.0,1160.4
353,3,13.8,Summer,7.0,3030.4
143,12,11.3,Summer,7.0,2051.4
113,6,11.7,Monsoon,6.5,1354.1
309,12,9.6,Monsoon,6.5,3106.3
374,12,9.8,Summer,7.0,3717.4
506,11,5.4,Winter,6.0,4034.2
93,12,4.6,Summer,7.0,1635.8
456,10,8.3,Summer,7.0,4024.4
278,5,7.1,Monsoon,6.5,2218.8
257,12,7.9,Summer,7.0,2843.2
518,5,8.5,Summer,7.0,4105.0
341,1,5.6,Summer,7.0,2537.8
237,6,9.0,Summer,7.0,2305.0
446,2,11.3,Winter,6.0,3134.4
305,3,8.0,Monsoon,6.5,2509.5
505,9,8.2,Summer,7.0,4246.6
306,4,9.8,Winter,6.0,2389.4
380,4,13.4,Winter,6.0,3036.2
89,2,9.9,Winter,6.0,1019.2
329,1,10.0,Summer,7.0,2662.0
196,7,4.7,Winter,6.0,1756.6
463,9,11.5,Summer,7.0,4226.0
124,5,12.7,Winter,6.0,1372.6
164,2,3.6,Winter,6.0,1339.8
87,11,2.3,Monsoon,6.5,1303.9
514,2,4.1,Monsoon,6.5,3657.8
153,12,10.1,Monsoon,6.5,1919.3
419,1,2.6,Winter,6.0,2528.8
337,9,2.4,Summer,7.0,2977.2
497,7,7.1,Winter,6.0,3692.8
403,1,6.4,Winter,6.0,2572.2
86,11,10.5,Monsoon,6.5,1450.0
126,12,12.1,Monsoon,6.5,1970.8
188,5,11.3,Monsoon,6.5,1867.4
168,5,11.1,Monsoon,6.5,1801.8
484,11,1.9,Winter,6.0,3602.2
305,3,10.8,Monsoon,6.5,2608.9
227,5,10.0,Winter,6.0,2008.0
224,2,2.0,Summer,7.0,1897.0
483,9,8.3,Monsoon,6.5,3849.9
295,12,10.8,Winter,6.0,2878.4
502,11,12.1,Summer,7.0,4489.8
268,4,9.2,Summer,7.0,2372.6
197,3,9.9,Summer,7.0,1991.2
552,11,8.4,Summer,7.0,4812.2
148,5,2.7,Monsoon,6.5,1509.6
418,6,3.1,Winter,6.0,2954.8
371,10,2.4,Summer,7.0,3263.2
577,8,5.6,Winter,6.0,4144.8
236,10,8.6,Monsoon,6.5,2435.8
252,1,5.4,Winter,6.0,1691.2
526,5,12.0,Monsoon,6.5,3998.0
419,8,7.3,Monsoon,6.5,3480.9
578,9,2.9,Winter,6.0,4025.2
223,9,4.0,Winter,6.0,1924.0
157,1,12.1,Monsoon,6.5,1289.3
494,10,4.2,Monsoon,6.5,3846.6
346,9,12.7,Monsoon,6.5,3315.6
232,6,6.4,Winter,6.0,1959.2
555,9,7.9,Summer,7.0,4744.2
594,1,9.8,Winter,6.0,3837.4
223,8,3.5,Monsoon,6.5,2206.5
229,12,10.7,Monsoon,6.5,2601.1
304,8,4.4,Summer,7.0,2756.2
319,1,9.9,Winter,6.0,2371.2
477,8,13.0,Winter,6.0,3619.0
411,2,10.3,Summer,7.0,3411.4
360,12,4.8,Monsoon,6.5,3382.4
258,7,9.7,Monsoon,6.5,2440.6
159,9,4.6,Monsoon,6.5,1711.3
495,6,11.7,Monsoon,6.5,3961.1
573,10,1.6,Winter,6.0,4053.8
249,4,2.5,Winter,6.0,1817.0
233,3,3.5,Summer,7.0,1834.0
315,7,11.6,Monsoon,6.5,2735.3
570,8,4.1,Winter,6.0,3986.8
500,1,4.5,Monsoon,6.5,3356.0
244,3,9.4,Monsoon,6.5,1914.2
230,1,3.6,Monsoon,6.5,1602.8
495,10,13.6,Monsoon,6.5,4107.3
370,2,4.2,Monsoon,6.5,2743.6
254,4,11.9,Winter,6.0,2040.2
266,10,9.7,Monsoon,6.5,2635.6
430,8,9.0,Summer,7.0,3667.0
467,7,3.2,Summer,7.0,3671.6
596,11,6.7,Summer,7.0,5000.6
178,3,7.4,Monsoon,6.5,1428.2
595,2,2.7,Monsoon,6.5,3989.1
81,11,9.6,Monsoon,6.5,1627.3
459,1,10.2,Winter,6.0,3173.6
573,7,5.9,Summer,7.0,4775.2
515,3,4.7,Summer,7.0,3900.6
370,10,12.5,Summer,7.0,3649.0
273,1,10.4,Winter,6.0,1847.2
200,9,1.6,Monsoon,6.5,1884.8
403,7,6.0,Monsoon,6.5,3171.5
339,5,12.2,Winter,6.0,2766.6
454,10,4.9,Monsoon,6.5,3791.2
503,9,11.3,Summer,7.0,4519.4
459,9,8.4,Summer,7.0,4012.2
432,12,6.5,Winter,6.0,3474.0
201,12,4.4,Monsoon,6.5,2141.7
299,9,6.5,Summer,7.0,2883.0
133,3,6.4,Monsoon,6.5,1090.7
228,8,13.1,Summer,7.0,2554.8
145,5,4.3,Summer,7.0,1350.4
118,12,6.3,Monsoon,6.5,1778.4
373,12,13.5,Monsoon,6.5,3461.5
586,8,1.6,Summer,7.0,4781.8
279,1,11.3,Winter,6.0,2166.4
317,10,3.6,Monsoon,6.5,2679.3
324,11,1.5,Winter,6.0,2631.0
362,7,5.9,Summer,7.0,3206.2
285,9,1.7,Winter,6.0,2227.6
371,12,11.9,Summer,7.0,3858.2
435,5,4.3,Winter,6.0,3004.4
493,10,1.6,Winter,6.0,3591.8
598,2,8.5,Winter,6.0,4063.0
428,2,11.5,Winter,6.0,3001.0
336,12,7.0,Monsoon,6.5,3203.0
575,4,11.0,Monsoon,6.5,4389.5
551,10,12.3,Monsoon,6.5,4671.9
344,2,6.3,Summer,7.0,2676.4
315,6,6.7,Monsoon,6.5,2655.1
89,12,11.9,Monsoon,6.5,1668.7
175,7,9.9,Winter,6.0,1807.2
262,8,5.4,Summer,7.0,2466.2
355,3,13.3,Monsoon,6.5,2821.9
284,4,10.7,Winter,6.0,2248.6
314,4,11.9,Summer,7.0,2823.2
189,2,13.0,Summer,7.0,1919.0
86,9,13.5,Monsoon,6.5,1618.0
402,8,12.7,Winter,6.0,3431.6
582,3,13.8,Winter,6.0,4184.4
487,4,10.9,Winter,6.0,3402.2
513,8,13.2,Summer,7.0,4346.6
435,7,12.3,Monsoon,6.5,3565.9
203,12,8.0,Winter,6.0,2233.0
88,1,9.9,Monsoon,6.5,958.2
183,6,6.0,Monsoon,6.5,1729.5
349,4,4.9,Summer,7.0,2865.2
268,8,6.8,Winter,6.0,2382.4
461,6,12.2,Monsoon,6.5,3721.1
264,10,3.1,Winter,6.0,2464.8
314,2,10.5,Monsoon,6.5,2435.0
522,7,4.0,Monsoon,6.5,3886.0
89,3,6.8,Winter,6.0,837.4
403,8,5.3,Monsoon,6.5,3424.9
128,7,2.7,Monsoon,6.5,1295.6
300,5,7.5,Summer,7.0,2534.0
422,5,6.0,Winter,6.0,3161.0
343,6,1.7,Monsoon,6.5,2579.1
283,10,8.7,Winter,6.0,2716.6
371,6,5.6,Summer,7.0,3254.8
537,2,6.3,Winter,6.0,3524.4
228,3,9.5,Winter,6.0,1851.0
494,2,2.5,Winter,6.0,3189.0
401,6,9.7,Summer,7.0,3454.6
484,5,12.6,Monsoon,6.5,3858.8
541,7,3.6,Monsoon,6.5,3933.3
320,11,4.6,Summer,7.0,2973.8
250,7,2.8,Summer,7.0,2165.4
135,1,11.1,Winter,6.0,1303.8
186,5,9.2,Summer,7.0,1777.6
479,5,4.4,Monsoon,6.5,3556.7
209,3,8.1,Winter,6.0,1612.8
115,11,6.0,Summer,7.0,1704.0
558,9,13.2,Winter,6.0,4432.6
218,12,8.2,Winter,6.0,2400.6
525,9,9.5,Monsoon,6.5,4386.5
435,8,8.2,Winter,6.0,3254.6
395,6,6.7,Winter,6.0,2876.6
90,1,8.0,Winter,6.0,748.0
373,8,8.2,Winter,6.0,3088.6
386,1,11.1,Winter,6.0,2690.8
316,1,8.4,Monsoon,6.5,2300.2
527,7,4.6,Winter,6.0,3794.8
305,5,2.5,Winter,6.0,2197.0
358,5,9.6,Monsoon,6.5,3042.8
502,4,12.2,Winter,6.0,3556.6
376,2,9.5,Summer,7.0,3109.0
583,4,5.5,Winter,6.0,3839.0
102,3,13.7,Summer,7.0,1286.6
208,12,7.0,Winter,6.0,2078.0
172,3,1.7,Summer,7.0,1407.6
510,5,11.3,Winter,6.0,3806.4
554,12,11.4,Winter,6.0,4442.2
229,1,4.8,Summer,7.0,1852.4
561,3,3.9,Summer,7.0,4209.2
92,2,13.7,Winter,6.0,1042.6
533,4,10.7,Winter,6.0,3624.6
551,12,11.1,Summer,7.0,5063.8
293,8,6.4,Monsoon,6.5,2612.7
242,11,10.6,Winter,6.0,2594.8
205,5,7.5,Monsoon,6.5,1869.5
449,1,12.3,Summer,7.0,3513.4
321,11,6.9,Summer,7.0,3012.2
362,10,3.0,Summer,7.0,3242.0
123,10,11.3,Summer,7.0,1920.4
238,6,11.1,Monsoon,6.5,2224.8
591,2,10.1,Summer,7.0,4572.8
141,1,5.9,Monsoon,6.5,1074.7
189,3,7.6,Monsoon,6.5,1648.3
435,8,10.7,Monsoon,6.5,3507.1
466,6,10.6,Monsoon,6.5,3693.8
576,12,7.0,Summer,7.0,5008.0
581,4,8.6,Monsoon,6.5,4405.3
411,12,7.4,Winter,6.0,3586.2
150,9,3.4,Summer,7.0,1731.2
455,8,1.5,Winter,6.0,3401.0
269,1,9.2,Winter,6.0,1972.6
324,6,10.5,Monsoon,6.5,2915.0
274,9,10.0,Winter,6.0,2641.0
369,6,6.6,Summer,7.0,3171.8
178,9,9.7,Summer,7.0,1974.6
262,1,4.0,Summer,7.0,2109.0
181,1,8.6,Summer,7.0,1620.8
581,9,9.3,Monsoon,6.5,4602.9
455,4,9.1,Summer,7.0,3585.8
293,11,7.6,Summer,7.0,2868.8
142,6,8.5,Winter,6.0,1542.0
139,10,4.8,Winter,6.0,1488.4
152,5,2.5,Monsoon,6.5,1343.0
179,2,10.6,Monsoon,6.5,1712.3
274,4,8.1,Winter,6.0,2107.8
263,9,10.9,Monsoon,6.5,2661.7
188,11,8.7,Monsoon,6.5,2264.6
517,2,3.6,Monsoon,6.5,3533.3
491,9,5.7,Monsoon,6.5,3866.1
533,6,12.8,Monsoon,6.5,4343.9
460,7,11.1,Winter,6.0,3595.8
411,10,4.5,Monsoon,6.5,3576.5
464,9,13.1,Summer,7.0,4179.8
543,8,13.5,Winter,6.0,4006.0
115,5,8.9,Monsoon,6.5,1436.7
389,1,5.3,Summer,7.0,2899.4
402,1,11.1,Summer,7.0,3180.8
238,2,2.0,Monsoon,6.5,1765.0
221,5,6.1,Summer,7.0,2190.8
318,5,11.6,Summer,7.0,2772.8
489,10,13.0,Monsoon,6.5,4081.5
412,8,3.7,Monsoon,6.5,3446.6
387,1,10.6,Summer,7.0,3215.8
160,1,13.0,Winter,6.0,1410.0
524,7,13.1,Winter,6.0,3876.8
91,11,11.2,Summer,7.0,1710.6
392,9,2.0,Summer,7.0,3511.0
233,6,7.8,Monsoon,6.5,2085.9
131,11,10.6,Summer,7.0,1979.8
596,2,4.3,Winter,6.0,3824.4
231,3,5.7,Winter,6.0,1833.6
130,9,6.5,Monsoon,6.5,1505.0
593,7,11.2,Winter,6.0,4242.6
572,9,4.0,Summer,7.0,4753.0
280,9,9.2,Monsoon,6.5,2780.6
328,2,4.8,Summer,7.0,2630.4
171,2,9.9,Winter,6.0,1499.2
436,4,5.5,Winter,6.0,2892.0
253,6,9.2,Winter,6.0,2241.6
229,8,2.1,Monsoon,6.5,2036.3
462,3,11.0,Summer,7.0,3630.0
135,4,13.4,Summer,7.0,1505.2
94,6,10.2,Winter,6.0,1145.6
540,8,1.8,Winter,6.0,3767.4
296,4,8.3,Monsoon,6.5,2398.4
574,10,10.6,Monsoon,6.5,4599.8
98,7,8.8,Monsoon,6.5,1457.4
341,3,2.3,Summer,7.0,2598.4
357,1,7.3,Monsoon,6.5,2443.9
477,11,4.9,Summer,7.0,4225.2
99,5,12.3,Summer,7.0,1409.4
469,9,13.7,Summer,7.0,4151.6
576,10,8.1,Winter,6.0,4277.8
592,8,8.5,Summer,7.0,4763.0
333,9,5.3,Summer,7.0,3164.4
240,1,5.8,Winter,6.0,1697.4
389,4,13.9,Winter,6.0,3089.2
143,11,4.7,Winter,6.0,1752.6
366,4,3.4,Summer,7.0,2968.2
220,2,10.6,Monsoon,6.5,1972.8
312,7,4.5,Monsoon,6.5,2537.0
399,10,5.6,Winter,6.0,3327.8
291,11,3.2,Summer,7.0,2968.6
287,3,5.4,Monsoon,6.5,2329.7
520,3,9.7,Summer,7.0,4245.6
405,2,8.5,Summer,7.0,3113.0
405,3,10.6,Summer,7.0,3339.8
501,5,7.0,Winter,6.0,3517.0
272,2,3.1,Summer,7.0,1983.8
353,10,8.6,Monsoon,6.5,3153.3
317,4,10.1,Monsoon,6.5,2636.3
568,3,7.8,Summer,7.0,4479.4
462,3,12.2,Monsoon,6.5,3640.6
220,3,3.9,Winter,6.0,1490.2
95,5,13.4,Winter,6.0,1233.2
287,4,2.3,Monsoon,6.5,2263.9
581,12,5.6,Monsoon,6.5,4797.3
517,7,11.2,Summer,7.0,4431.6
400,7,9.1,Monsoon,6.5,3451.8
119,9,2.9,Monsoon,6.5,1522.7
331,9,8.2,Summer,7.0,3001.6
476,9,11.1,Monsoon,6.5,3864.8
378,8,6.5,Summer,7.0,3353.0
552,3,6.8,Winter,6.0,3574.4
225,8,11.9,Monsoon,6.5,2396.7
592,2,3.7,Summer,7.0,4526.6
218,7,6.7,Monsoon,6.5,2139.6
263,8,8.9,Summer,7.0,2563.2
172,5,5.6,Winter,6.0,1446.8
206,2,2.9,Monsoon,6.5,1630.2
451,2,8.0,Monsoon,6.5,3331.5
243,7,8.4,Monsoon,6.5,2141.7
423,10,12.4,Summer,7.0,3884.2
228,3,11.1,Summer,7.0,1977.8
395,5,10.6,Winter,6.0,3069.8
265,2,12.7,Winter,6.0,2028.6
339,1,7.2,Summer,7.0,2744.6
85,10,12.5,Monsoon,6.5,1523.5
567,8,6.6,Summer,7.0,4563.8
86,4,12.5,Monsoon,6.5,1161.0
292,1,3.8,Monsoon,6.5,1947.4
437,1,3.3,Monsoon,6.5,2863.9
385,6,13.0,Monsoon,6.5,3131.5
506,3,3.5,Summer,7.0,3830.0
261,8,10.9,Monsoon,6.5,2555.7
175,5,5.5,Summer,7.0,1748.0
517,9,2.3,Summer,7.0,4359.4
204,12,12.2,Summer,7.0,2567.6
503,9,4.1,Monsoon,6.5,3926.3
139,2,8.6,Monsoon,6.5,1394.3
575,12,10.1,Summer,7.0,5084.8
404,5,8.1,Winter,6.0,3006.8
588,9,10.6,Summer,7.0,5101.8
264,10,4.4,Winter,6.0,2355.2
81,2,1.8,Summer,7.0,657.4
292,10,14.0,Monsoon,6.5,3001.0
421,6,8.5,Summer,7.0,3533.0
286,12,5.0,Summer,7.0,2806.0
387,9,8.4,Winter,6.0,2995.2
421,6,6.5,Summer,7.0,3660.0
109,3,3.9,Monsoon,6.5,1035.7
570,8,11.5,Monsoon,6.5,4466.0
239,11,7.3,Winter,6.0,2477.4
553,7,13.1,Winter,6.0,4017.8
386,10,10.6,Monsoon,6.5,3466.8
99,4,8.7,Monsoon,6.5,1166.1
147,3,5.0,Winter,6.0,1082.0
464,11,8.2,Winter,6.0,3662.6
478,3,8.9,Monsoon,6.5,3558.2
402,12,1.9,Monsoon,6.5,3507.2
588,4,6.1,Summer,7.0,4550.8
389,3,2.9,Summer,7.0,2868.2
174,8,7.8,Summer,7.0,2053.4
237,4,5.8,Monsoon,6.5,2059.9
397,6,3.3,Monsoon,6.5,2962.9
215,4,10.6,Monsoon,6.5,2039.3
198,1,5.4,Winter,6.0,1276.2
169,6,7.3,Monsoon,6.5,1565.9
399,1,8.7,Summer,7.0,3110.6
294,6,4.0,Monsoon,6.5,2409.0
406,8,9.9,Winter,6.0,3222.2
241,5,2.9,Summer,7.0,2229.2
184,4,8.3,Monsoon,6.5,1819.4
357,3,13.3,Winter,6.0,2704.4
330,3,2.4,Monsoon,6.5,2430.2
534,1,3.1,Monsoon,6.5,3713.8
131,2,6.3,Monsoon,6.5,1051.9
481,3,10.3,Winter,6.0,3447.4
444,5,5.7,Monsoon,6.5,3321.6
160,8,8.6,Monsoon,6.5,1697.8
559,2,7.2,Monsoon,6.5,4053.1
317,4,3.3,Winter,6.0,2236.4
481,3,10.2,Winter,6.0,3385.6
544,8,1.9,Winter,6.0,3930.2
439,8,7.3,Summer,7.0,3734.4
436,10,8.7,Winter,6.0,3619.6
495,12,11.5,Summer,7.0,4583.0
152,5,8.2,Monsoon,6.5,1597.6
503,4,9.3,Monsoon,6.5,3919.9
573,7,2.3,Summer,7.0,4486.4
521,7,8.6,Monsoon,6.5,4107.3
321,3,9.8,Monsoon,6.5,2444.9
578,2,8.9,Monsoon,6.5,4223.2
179,8,3.7,Winter,6.0,1754.6
191,11,11.7,Summer,7.0,2423.6
586,11,9.8,Winter,6.0,4401.4
222,10,12.8,Summer,7.0,2412.4
232,8,8.1,Summer,7.0,2419.8
537,4,4.1,Monsoon,6.5,3877.3
391,7,10.5,Winter,6.0,3121.0
88,10,13.8,Summer,7.0,1708.4
381,1,6.1,Summer,7.0,3033.8
80,12,8.5,Summer,7.0,1611.0
368,1,4.4,Summer,7.0,2815.2
405,12,6.3,Monsoon,6.5,3633.9
296,11,3.7,Winter,6.0,2515.6
473,6,12.0,Summer,7.0,3965.0
208,3,1.6,Winter,6.0,1345.8
578,11,7.0,Summer,7.0,4876.0
220,11,11.6,Summer,7.0,2662.8
515,10,3.7,Monsoon,6.5,4211.1
540,7,5.9,Winter,6.0,3805.2
87,10,7.7,Winter,6.0,1358.6
593,5,6.6,Monsoon,6.5,4493.3
455,1,13.7,Monsoon,6.5,3546.1
457,2,8.8,Winter,6.0,3008.4
366,8,8.0,Summer,7.0,3423.0
170,4,7.4,Monsoon,6.5,1461.2
399,10,2.2,Monsoon,6.5,3330.1
91,8,7.2,Monsoon,6.5,1403.1
419,7,5.9,Monsoon,6.5,3343.7
251,1,10.2,Winter,6.0,1861.6
346,1,9.4,Monsoon,6.5,2723.2
132,11,13.9,Summer,7.0,1891.2
576,2,3.1,Winter,6.0,3561.8
338,3,9.2,Winter,6.0,2470.6
94,12,2.9,Winter,6.0,1364.2
234,11,7.1,Monsoon,6.5,2373.8
321,8,3.8,Winter,6.0,2672.4
